timestamp_hours,day,hour_of_day,solar_generation_kw,load_demand_kw,battery_soc_percent,battery_energy_kwh,grid_import_kwh,grid_export_kwh,cloud_coverage,inverter_operational
331.0,14,19,0.0,1.992,5.0,0.68,276.26,225.32,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
332.0,14,20,0.0,3.542,5.0,0.68,279.8,225.32,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
333.0,14,21,0.0,1.742,5.0,0.68,281.55,225.32,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
334.0,14,22,0.0,0.576,5.0,0.68,282.12,225.32,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
335.0,14,23,0.0,0.527,5.0,0.68,282.65,225.32,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
336.0,15,0,0.0,0.525,5.0,0.68,283.17,225.32,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
337.0,15,1,0.408,0.523,5.0,0.68,283.7,225.73,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
338.0,15,2,0.788,0.544,5.0,0.68,284.24,226.52,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
339.0,15,3,1.114,0.574,5.0,0.68,284.81,227.63,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
340.0,15,4,1.364,0.513,5.0,0.68,285.33,229.0,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
341.0,15,5,1.522,0.64,5.0,0.68,285.97,230.52,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
342.0,15,6,1.576,0.533,5.0,0.68,286.5,232.1,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
343.0,15,7,1.522,0.623,5.0,0.68,287.12,233.62,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
344.0,15,8,1.364,0.52,5.0,0.68,287.64,234.98,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
345.0,15,9,1.114,0.548,5.0,0.68,288.19,236.1,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
346.0,15,10,0.788,0.565,5.0,0.68,288.76,236.88,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
347.0,15,11,0.408,0.638,5.0,0.68,289.39,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
348.0,15,12,0.0,0.618,5.0,0.68,290.01,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
349.0,15,13,0.0,0.541,5.0,0.68,290.55,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
350.0,15,14,0.0,0.508,5.0,0.68,291.06,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
351.0,15,15,0.0,0.536,5.0,0.68,291.6,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
352.0,15,16,0.0,0.524,5.0,0.68,292.12,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
353.0,15,17,0.0,0.516,5.0,0.68,292.64,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
354.0,15,18,0.0,2.31,5.0,0.68,294.95,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
355.0,15,19,0.0,2.248,5.0,0.68,297.19,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
356.0,15,20,0.0,1.762,5.0,0.68,298.96,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
357.0,15,21,0.0,0.972,5.0,0.68,299.93,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
358.0,15,22,0.0,0.576,5.0,0.68,300.5,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
359.0,15,23,0.0,0.583,5.0,0.68,301.09,237.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
360.0,16,0,0.0,0.642,5.0,0.68,301.73,237.29,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
361.0,16,1,0.352,0.638,5.0,0.68,302.37,237.64,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
362.0,16,2,0.679,0.596,5.0,0.68,302.96,238.32,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
363.0,16,3,0.961,0.544,5.0,0.68,303.51,239.28,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
364.0,16,4,1.177,0.55,5.0,0.68,304.06,240.46,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
365.0,16,5,1.312,0.649,5.0,0.68,304.7,241.77,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
366.0,16,6,1.359,0.643,5.0,0.68,305.35,243.13,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
367.0,16,7,1.312,0.631,5.0,0.68,305.98,244.44,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
368.0,16,8,1.177,0.641,5.0,0.68,306.62,245.62,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
369.0,16,9,0.961,0.506,5.0,0.68,307.13,246.58,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
370.0,16,10,0.679,0.529,5.0,0.68,307.66,247.26,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
371.0,16,11,0.352,0.51,5.0,0.68,308.17,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
372.0,16,12,0.0,0.599,5.0,0.68,308.76,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
373.0,16,13,0.0,0.543,5.0,0.68,309.31,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
374.0,16,14,0.0,0.56,5.0,0.68,309.87,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
375.0,16,15,0.0,0.622,5.0,0.68,310.49,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
376.0,16,16,0.0,0.543,5.0,0.68,311.03,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
377.0,16,17,0.0,0.552,5.0,0.68,311.59,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
378.0,16,18,0.0,2.426,5.0,0.68,314.01,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
379.0,16,19,0.0,1.674,5.0,0.68,315.69,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
380.0,16,20,0.0,1.695,5.0,0.68,317.38,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
381.0,16,21,0.0,2.992,5.0,0.68,320.37,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
382.0,16,22,0.0,0.51,5.0,0.68,320.88,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
383.0,16,23,0.0,0.572,5.0,0.68,321.45,247.61,0.73,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
384.0,17,0,0.0,0.648,5.0,0.68,322.1,247.61,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
385.0,17,1,0.605,0.609,5.0,0.68,322.71,248.22,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
386.0,17,2,1.169,0.515,5.0,0.68,323.23,249.39,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
387.0,17,3,1.653,0.613,5.0,0.68,323.84,251.04,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
388.0,17,4,2.025,0.561,5.0,0.68,324.4,253.06,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
389.0,17,5,2.258,0.578,5.0,0.68,324.98,255.32,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
390.0,17,6,2.338,0.643,5.0,0.68,325.62,257.66,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
391.0,17,7,2.258,0.627,5.0,0.68,326.25,259.92,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
392.0,17,8,2.025,0.599,5.0,0.68,326.85,261.94,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
393.0,17,9,1.653,0.571,5.0,0.68,327.42,263.6,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
394.0,17,10,1.169,0.582,5.0,0.68,328.0,264.77,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
395.0,17,11,0.605,0.608,5.0,0.68,328.61,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
396.0,17,12,0.0,0.62,5.0,0.68,329.23,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
397.0,17,13,0.0,0.533,5.0,0.68,329.76,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
398.0,17,14,0.0,0.54,5.0,0.68,330.3,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
399.0,17,15,0.0,0.535,5.0,0.68,330.84,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
400.0,17,16,0.0,0.601,5.0,0.68,331.44,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
401.0,17,17,0.0,0.598,5.0,0.68,332.04,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
402.0,17,18,0.0,2.485,5.0,0.68,334.52,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
403.0,17,19,0.0,0.834,5.0,0.68,335.36,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
404.0,17,20,0.0,2.388,5.0,0.68,337.74,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
405.0,17,21,0.0,1.742,5.0,0.68,339.49,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
406.0,17,22,0.0,0.546,5.0,0.68,340.03,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
407.0,17,23,0.0,0.56,5.0,0.68,340.59,265.37,0.53,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
408.0,18,0,0.0,0.599,5.0,0.68,341.19,265.37,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
409.0,18,1,0.305,0.523,5.0,0.68,341.71,265.67,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
410.0,18,2,0.589,0.551,5.0,0.68,342.27,266.26,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
411.0,18,3,0.833,0.515,5.0,0.68,342.78,267.1,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
412.0,18,4,1.02,0.622,5.0,0.68,343.4,268.12,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
413.0,18,5,1.137,0.563,5.0,0.68,343.97,269.25,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
414.0,18,6,1.177,0.546,5.0,0.68,344.51,270.43,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
415.0,18,7,1.137,0.536,5.0,0.68,345.05,271.57,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
416.0,18,8,1.02,0.596,5.0,0.68,345.64,272.59,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
417.0,18,9,0.833,0.54,5.0,0.68,346.18,273.42,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
418.0,18,10,0.589,0.631,5.0,0.68,346.81,274.01,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
419.0,18,11,0.305,0.526,5.0,0.68,347.34,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
420.0,18,12,0.0,0.627,5.0,0.68,347.97,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
421.0,18,13,0.0,0.608,5.0,0.68,348.58,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
422.0,18,14,0.0,0.642,5.0,0.68,349.22,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
423.0,18,15,0.0,0.534,5.0,0.68,349.75,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
424.0,18,16,0.0,0.644,5.0,0.68,350.4,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
425.0,18,17,0.0,0.617,5.0,0.68,351.01,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
426.0,18,18,0.0,2.414,5.0,0.68,353.43,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
427.0,18,19,0.0,1.012,5.0,0.68,354.44,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
428.0,18,20,0.0,0.796,5.0,0.68,355.23,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
429.0,18,21,0.0,1.6,5.0,0.68,356.83,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
430.0,18,22,0.0,0.519,5.0,0.68,357.35,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
431.0,18,23,0.0,0.611,5.0,0.68,357.96,274.31,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
432.0,19,0,0.0,0.599,5.0,0.68,358.56,274.31,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
433.0,19,1,0.742,0.525,5.0,0.68,359.09,275.05,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
434.0,19,2,1.433,0.568,5.0,0.68,359.66,276.49,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
435.0,19,3,2.027,0.581,5.0,0.68,360.24,278.51,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
436.0,19,4,2.482,0.536,5.0,0.68,360.77,281.0,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
437.0,19,5,2.769,0.649,5.0,0.68,361.42,283.77,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
438.0,19,6,2.866,0.505,5.0,0.68,361.93,286.63,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
439.0,19,7,2.769,0.642,5.0,0.68,362.57,289.4,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
440.0,19,8,2.482,0.519,5.0,0.68,363.09,291.88,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
441.0,19,9,2.027,0.521,5.0,0.68,363.61,293.91,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
442.0,19,10,1.433,0.598,5.0,0.68,364.21,295.34,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
443.0,19,11,0.742,0.54,5.0,0.68,364.75,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
444.0,19,12,0.0,0.571,5.0,0.68,365.32,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
445.0,19,13,0.0,0.566,5.0,0.68,365.88,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
446.0,19,14,0.0,0.519,5.0,0.68,366.4,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
447.0,19,15,0.0,0.509,5.0,0.68,366.91,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
448.0,19,16,0.0,0.63,5.0,0.68,367.54,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
449.0,19,17,0.0,0.502,5.0,0.68,368.04,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
450.0,19,18,0.0,0.824,5.0,0.68,368.87,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
451.0,19,19,0.0,1.702,5.0,0.68,370.57,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
452.0,19,20,0.0,2.653,5.0,0.68,373.22,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
453.0,19,21,0.0,2.069,5.0,0.68,375.29,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
454.0,19,22,0.0,0.608,5.0,0.68,375.9,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
455.0,19,23,0.0,0.566,5.0,0.68,376.47,296.09,0.43,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
456.0,20,0,0.0,0.52,5.0,0.68,376.99,296.09,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
457.0,20,1,1.156,0.549,5.0,0.68,377.53,297.24,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
458.0,20,2,2.234,0.514,5.0,0.68,378.05,299.48,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
459.0,20,3,3.159,0.56,5.0,0.68,378.61,302.64,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
460.0,20,4,3.87,0.58,5.0,0.68,379.19,306.51,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
461.0,20,5,4.0,0.598,5.0,0.68,379.79,310.51,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
462.0,20,6,4.0,0.5,5.0,0.68,380.29,314.51,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
463.0,20,7,4.0,0.594,5.0,0.68,380.88,318.51,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
464.0,20,8,3.87,0.511,5.0,0.68,381.39,322.37,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
465.0,20,9,3.159,0.574,5.0,0.68,381.96,325.53,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
466.0,20,10,2.234,0.543,5.0,0.68,382.51,327.77,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
467.0,20,11,1.156,0.575,5.0,0.68,383.08,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
468.0,20,12,0.0,0.623,5.0,0.68,383.71,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
469.0,20,13,0.0,0.569,5.0,0.68,384.27,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
470.0,20,14,0.0,0.543,5.0,0.68,384.82,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
471.0,20,15,0.0,0.584,5.0,0.68,385.4,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
472.0,20,16,0.0,0.545,5.0,0.68,385.95,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
473.0,20,17,0.0,0.642,5.0,0.68,386.59,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
474.0,20,18,0.0,1.319,5.0,0.68,387.91,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
475.0,20,19,0.0,2.889,5.0,0.68,390.8,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
476.0,20,20,0.0,2.682,5.0,0.68,393.48,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
477.0,20,21,0.0,0.911,5.0,0.68,394.39,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
478.0,20,22,0.0,0.564,5.0,0.68,394.95,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
479.0,20,23,0.0,0.61,5.0,0.68,395.56,328.92,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
480.0,21,0,0.0,0.583,5.0,0.68,396.15,328.92,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
481.0,21,1,1.086,0.617,5.0,0.68,396.76,330.01,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
482.0,21,2,2.098,0.544,5.0,0.68,397.31,332.11,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
483.0,21,3,2.967,0.515,5.0,0.68,397.82,335.07,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
484.0,21,4,3.633,0.614,5.0,0.68,398.44,338.71,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
485.0,21,5,4.0,0.552,5.0,0.68,398.99,342.71,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
486.0,21,6,4.0,0.541,5.0,0.68,399.53,346.71,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
487.0,21,7,4.0,0.541,5.0,0.68,400.07,350.71,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
488.0,21,8,3.633,0.512,5.0,0.68,400.58,354.34,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
489.0,21,9,2.967,0.523,5.0,0.68,401.11,357.31,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
490.0,21,10,2.098,0.641,5.0,0.68,401.75,359.41,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
491.0,21,11,1.086,0.539,5.0,0.68,402.29,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
492.0,21,12,0.0,0.573,5.0,0.68,402.86,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
493.0,21,13,0.0,0.586,5.0,0.68,403.44,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
494.0,21,14,0.0,0.645,5.0,0.68,404.09,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
495.0,21,15,0.0,0.592,5.0,0.68,404.68,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
496.0,21,16,0.0,0.568,5.0,0.68,405.25,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
497.0,21,17,0.0,0.529,5.0,0.68,405.78,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
498.0,21,18,0.0,1.023,5.0,0.68,406.8,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
499.0,21,19,0.0,2.221,5.0,0.68,409.02,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
500.0,21,20,0.0,0.595,5.0,0.68,409.62,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
501.0,21,21,0.0,0.814,5.0,0.68,410.43,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
502.0,21,22,0.0,0.506,5.0,0.68,410.94,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
503.0,21,23,0.0,0.577,5.0,0.68,411.51,360.49,0.16,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
504.0,22,0,0.0,0.604,5.0,0.68,412.12,360.49,0.42,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
505.0,22,1,0.746,0.593,5.0,0.68,412.71,361.24,0.42,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
506.0,22,2,1.44,0.581,5.0,0.68,413.29,362.68,0.42,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000235B6D9EA50>>
