timestamp_hours,day,hour_of_day,solar_generation_kw,load_demand_kw,battery_soc_percent,battery_energy_kwh,grid_import_kwh,grid_export_kwh,cloud_coverage,inverter_operational
0.0,1,0,0.0,0.5,49.07,6.62,0.01,0.0,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
0.25,1,0,0.0,0.587,47.99,6.48,0.03,0.0,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
0.5,1,0,0.0,0.645,46.79,6.32,0.04,0.0,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
0.75,1,0,0.0,0.587,45.7,6.17,0.06,0.0,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
1.0,1,1,1.131,0.585,46.61,6.29,0.06,0.01,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
1.25,1,1,1.131,0.644,47.43,6.4,0.06,0.03,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
1.5,1,1,1.131,0.531,48.43,6.54,0.06,0.04,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
1.75,1,1,1.131,0.504,49.47,6.68,0.06,0.06,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
2.0,1,2,2.185,0.602,52.11,7.03,0.06,0.1,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
2.25,1,2,2.185,0.535,54.86,7.41,0.06,0.14,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
2.5,1,2,2.185,0.623,57.46,7.76,0.06,0.18,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
2.75,1,2,2.185,0.616,60.08,8.11,0.06,0.22,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
3.0,1,3,3.09,0.502,64.39,8.69,0.06,0.28,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
3.25,1,3,3.09,0.526,68.66,9.27,0.06,0.34,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
3.5,1,3,3.09,0.643,72.74,9.82,0.06,0.41,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
3.75,1,3,3.09,0.514,77.03,10.4,0.06,0.47,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
4.0,1,4,3.784,0.645,82.27,11.11,0.06,0.55,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
4.25,1,4,3.784,0.502,87.74,11.84,0.06,0.63,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
4.5,1,4,3.784,0.551,93.12,12.57,0.06,0.71,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
4.75,1,4,3.784,0.548,98.52,13.3,0.06,0.79,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
5.0,1,5,4.0,0.563,100.0,13.5,0.06,1.45,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
5.25,1,5,4.0,0.601,100.0,13.5,0.06,2.3,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
5.5,1,5,4.0,0.589,100.0,13.5,0.06,3.15,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
5.75,1,5,4.0,0.602,100.0,13.5,0.06,4.0,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
6.0,1,6,4.0,0.56,100.0,13.5,0.06,4.86,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
6.25,1,6,4.0,0.52,100.0,13.5,0.06,5.73,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
6.5,1,6,4.0,0.613,100.0,13.5,0.06,6.58,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
6.75,1,6,4.0,0.566,100.0,13.5,0.06,7.44,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
7.0,1,7,4.0,0.576,100.0,13.5,0.06,8.29,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
7.25,1,7,4.0,0.58,100.0,13.5,0.06,9.15,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
7.5,1,7,4.0,0.629,100.0,13.5,0.06,9.99,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
7.75,1,7,4.0,0.617,100.0,13.5,0.06,10.84,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
8.0,1,8,3.784,0.601,100.0,13.5,0.06,11.63,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
8.25,1,8,3.784,0.502,100.0,13.5,0.06,12.45,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
8.5,1,8,3.784,0.505,100.0,13.5,0.06,13.27,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
8.75,1,8,3.784,0.617,100.0,13.5,0.06,14.07,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
9.0,1,9,3.09,0.502,100.0,13.5,0.06,14.71,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
9.25,1,9,3.09,0.565,100.0,13.5,0.06,15.34,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
9.5,1,9,3.09,0.609,100.0,13.5,0.06,15.96,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
9.75,1,9,3.09,0.551,100.0,13.5,0.06,16.6,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
10.0,1,10,2.185,0.612,100.0,13.5,0.06,16.99,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
10.25,1,10,2.185,0.619,100.0,13.5,0.06,17.38,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
10.5,1,10,2.185,0.524,100.0,13.5,0.06,17.8,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
10.75,1,10,2.185,0.587,100.0,13.5,0.06,18.2,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
11.0,1,11,1.131,0.622,100.0,13.5,0.06,18.33,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
11.25,1,11,1.131,0.625,100.0,13.5,0.06,18.45,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
11.5,1,11,1.131,0.596,100.0,13.5,0.06,18.59,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
11.75,1,11,1.131,0.519,100.0,13.5,0.06,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
12.0,1,12,0.0,0.506,99.06,13.37,0.07,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
12.25,1,12,0.0,0.609,97.94,13.22,0.09,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
12.5,1,12,0.0,0.579,96.86,13.08,0.1,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
12.75,1,12,0.0,0.632,95.69,12.92,0.12,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
13.0,1,13,0.0,0.568,94.64,12.78,0.13,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
13.25,1,13,0.0,0.526,93.67,12.65,0.14,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
13.5,1,13,0.0,0.5,92.74,12.52,0.16,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
13.75,1,13,0.0,0.531,91.76,12.39,0.17,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
14.0,1,14,0.0,0.636,90.58,12.23,0.19,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
14.25,1,14,0.0,0.639,89.4,12.07,0.2,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
14.5,1,14,0.0,0.638,88.21,11.91,0.22,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
14.75,1,14,0.0,0.6,87.1,11.76,0.23,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
15.0,1,15,0.0,0.544,86.1,11.62,0.25,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
15.25,1,15,0.0,0.518,85.14,11.49,0.26,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
15.5,1,15,0.0,0.504,84.2,11.37,0.27,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
15.75,1,15,0.0,0.589,83.11,11.22,0.29,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
16.0,1,16,0.0,0.553,82.09,11.08,0.3,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
16.25,1,16,0.0,0.571,81.03,10.94,0.31,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
16.5,1,16,0.0,0.624,79.88,10.78,0.33,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
16.75,1,16,0.0,0.639,78.69,10.62,0.35,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
17.0,1,17,0.0,0.565,77.65,10.48,0.36,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
17.25,1,17,0.0,0.515,76.69,10.35,0.37,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
17.5,1,17,0.0,0.582,75.62,10.21,0.39,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
17.75,1,17,0.0,0.553,74.59,10.07,0.4,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
18.0,1,18,0.0,3.392,68.31,9.22,0.49,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
18.25,1,18,0.0,1.067,66.34,8.96,0.51,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
18.5,1,18,0.0,3.543,59.77,8.07,0.6,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
18.75,1,18,0.0,2.013,56.05,7.57,0.65,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
19.0,1,19,0.0,1.217,53.79,7.26,0.68,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
19.25,1,19,0.0,2.893,48.43,6.54,0.75,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
19.5,1,19,0.0,2.164,44.43,6.0,0.81,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
19.75,1,19,0.0,3.03,38.82,5.24,0.88,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
20.0,1,20,0.0,2.167,34.8,4.7,0.94,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
20.25,1,20,0.0,3.027,29.2,3.94,1.01,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
20.5,1,20,0.0,2.031,25.44,3.43,1.06,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
20.75,1,20,0.0,3.482,18.99,2.56,1.15,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
21.0,1,21,0.0,0.973,17.19,2.32,1.18,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
21.25,1,21,0.0,1.901,13.67,1.84,1.22,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
21.5,1,21,0.0,2.894,8.31,1.12,1.3,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
21.75,1,21,0.0,2.374,5.0,0.68,1.49,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
22.0,1,22,0.0,0.568,5.0,0.68,1.63,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
22.25,1,22,0.0,0.533,5.0,0.68,1.76,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
22.5,1,22,0.0,0.624,5.0,0.68,1.92,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
22.75,1,22,0.0,0.533,5.0,0.68,2.05,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
23.0,1,23,0.0,0.548,5.0,0.68,2.19,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
23.25,1,23,0.0,0.621,5.0,0.68,2.34,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
23.5,1,23,0.0,0.507,5.0,0.68,2.47,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
23.75,1,23,0.0,0.626,5.0,0.68,2.63,18.74,0.13,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
24.0,2,0,0.0,0.606,5.0,0.68,2.78,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
24.25,2,0,0.0,0.556,5.0,0.68,2.92,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
24.5,2,0,0.0,0.518,5.0,0.68,3.05,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
24.75,2,0,0.0,0.571,5.0,0.68,3.19,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
25.0,2,1,0.36,0.526,5.0,0.68,3.23,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
25.25,2,1,0.36,0.544,5.0,0.68,3.28,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
25.5,2,1,0.36,0.504,5.0,0.68,3.31,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
25.75,2,1,0.36,0.54,5.0,0.68,3.36,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
26.0,2,2,0.695,0.528,5.28,0.71,3.36,18.74,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
26.25,2,2,0.695,0.547,5.52,0.75,3.36,18.75,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
26.5,2,2,0.695,0.557,5.76,0.78,3.36,18.75,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
26.75,2,2,0.695,0.588,5.93,0.8,3.36,18.75,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
27.0,2,3,0.983,0.521,6.7,0.9,3.36,18.76,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
27.25,2,3,0.983,0.506,7.5,1.01,3.36,18.78,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
27.5,2,3,0.983,0.603,8.13,1.1,3.36,18.79,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
27.75,2,3,0.983,0.578,8.8,1.19,3.36,18.8,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
28.0,2,4,1.204,0.513,9.96,1.34,3.36,18.81,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
28.25,2,4,1.204,0.583,10.99,1.48,3.36,18.83,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
28.5,2,4,1.204,0.595,12.0,1.62,3.36,18.84,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
28.75,2,4,1.204,0.573,13.06,1.76,3.36,18.86,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
29.0,2,5,1.343,0.572,14.34,1.94,3.36,18.88,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
29.25,2,5,1.343,0.574,15.62,2.11,3.36,18.9,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
29.5,2,5,1.343,0.636,16.8,2.27,3.36,18.92,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
29.75,2,5,1.343,0.644,17.96,2.42,3.36,18.93,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
30.0,2,6,1.39,0.586,19.3,2.61,3.36,18.95,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
30.25,2,6,1.39,0.589,20.64,2.79,3.36,18.97,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
30.5,2,6,1.39,0.643,21.88,2.95,3.36,18.99,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
30.75,2,6,1.39,0.509,23.35,3.15,3.36,19.01,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
31.0,2,7,1.343,0.552,24.67,3.33,3.36,19.03,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
31.25,2,7,1.343,0.622,25.87,3.49,3.36,19.05,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
31.5,2,7,1.343,0.545,27.2,3.67,3.36,19.07,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
31.75,2,7,1.343,0.532,28.55,3.85,3.36,19.09,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
32.0,2,8,1.204,0.526,29.68,4.01,3.36,19.11,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
32.25,2,8,1.204,0.626,30.64,4.14,3.36,19.12,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
32.5,2,8,1.204,0.512,31.79,4.29,3.36,19.14,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
32.75,2,8,1.204,0.514,32.94,4.45,3.36,19.16,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
33.0,2,9,0.983,0.525,33.7,4.55,3.36,19.17,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
33.25,2,9,0.983,0.557,34.41,4.65,3.36,19.18,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
33.5,2,9,0.983,0.511,35.2,4.75,3.36,19.19,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
33.75,2,9,0.983,0.507,35.99,4.86,3.36,19.2,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
34.0,2,10,0.695,0.644,36.08,4.87,3.36,19.21,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
34.25,2,10,0.695,0.588,36.26,4.89,3.36,19.21,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
34.5,2,10,0.695,0.506,36.57,4.94,3.36,19.21,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
34.75,2,10,0.695,0.537,36.83,4.97,3.36,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
35.0,2,11,0.36,0.533,36.51,4.93,3.36,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
35.25,2,11,0.36,0.549,36.16,4.88,3.37,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
35.5,2,11,0.36,0.594,35.73,4.82,3.37,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
35.75,2,11,0.36,0.505,35.46,4.79,3.38,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
36.0,2,12,0.0,0.503,34.53,4.66,3.39,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
36.25,2,12,0.0,0.54,33.53,4.53,3.4,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
36.5,2,12,0.0,0.535,32.54,4.39,3.42,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
36.75,2,12,0.0,0.502,31.61,4.27,3.43,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
37.0,2,13,0.0,0.647,30.41,4.11,3.45,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
37.25,2,13,0.0,0.551,29.39,3.97,3.46,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
37.5,2,13,0.0,0.62,28.24,3.81,3.48,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
37.75,2,13,0.0,0.565,27.2,3.67,3.49,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
38.0,2,14,0.0,0.532,26.21,3.54,3.5,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
38.25,2,14,0.0,0.548,25.2,3.4,3.52,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
38.5,2,14,0.0,0.628,24.03,3.24,3.53,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
38.75,2,14,0.0,0.502,23.11,3.12,3.54,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
39.0,2,15,0.0,0.582,22.03,2.97,3.56,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
39.25,2,15,0.0,0.633,20.86,2.82,3.57,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
39.5,2,15,0.0,0.532,19.87,2.68,3.59,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
39.75,2,15,0.0,0.642,18.68,2.52,3.6,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
40.0,2,16,0.0,0.527,17.71,2.39,3.62,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
40.25,2,16,0.0,0.509,16.76,2.26,3.63,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
40.5,2,16,0.0,0.515,15.81,2.13,3.64,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
40.75,2,16,0.0,0.515,14.86,2.01,3.66,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
41.0,2,17,0.0,0.516,13.9,1.88,3.67,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
41.25,2,17,0.0,0.625,12.74,1.72,3.68,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
41.5,2,17,0.0,0.539,11.74,1.59,3.7,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
41.75,2,17,0.0,0.559,10.71,1.45,3.71,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
42.0,2,18,0.0,1.918,7.16,0.97,3.76,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
42.25,2,18,0.0,2.756,5.0,0.68,4.19,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
42.5,2,18,0.0,2.527,5.0,0.68,4.82,19.22,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x0000018AD8A3EBA0>>
