timestamp_hours,day,hour_of_day,solar_generation_kw,load_demand_kw,battery_soc_percent,battery_energy_kwh,grid_import_kwh,grid_export_kwh,cloud_coverage,inverter_operational
527.0,22,23,0.0,0.537,5.0,0.68,165.41,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
528.0,23,0,0.0,0.576,5.0,0.68,165.99,77.46,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
529.0,23,1,0.216,0.579,5.0,0.68,166.35,77.46,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
530.0,23,2,0.418,0.53,5.0,0.68,166.47,77.46,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
531.0,23,3,0.591,0.524,5.45,0.74,166.47,77.47,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
532.0,23,4,0.724,0.63,6.08,0.82,166.47,77.48,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
533.0,23,5,0.808,0.542,7.85,1.06,166.47,77.5,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
534.0,23,6,0.836,0.623,9.27,1.25,166.47,77.53,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
535.0,23,7,0.808,0.557,10.94,1.48,166.47,77.55,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
536.0,23,8,0.724,0.588,11.85,1.6,166.47,77.56,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
537.0,23,9,0.591,0.556,12.08,1.63,166.47,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
538.0,23,10,0.418,0.601,10.73,1.45,166.48,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
539.0,23,11,0.216,0.584,8.01,1.08,166.52,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
540.0,23,12,0.0,0.524,5.0,0.68,166.68,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
541.0,23,13,0.0,0.648,5.0,0.68,167.33,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
542.0,23,14,0.0,0.601,5.0,0.68,167.93,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
543.0,23,15,0.0,0.532,5.0,0.68,168.46,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
544.0,23,16,0.0,0.563,5.0,0.68,169.02,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
545.0,23,17,0.0,0.564,5.0,0.68,169.59,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
546.0,23,18,0.0,0.973,5.0,0.68,170.56,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
547.0,23,19,0.0,2.404,5.0,0.68,172.96,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
548.0,23,20,0.0,1.183,5.0,0.68,174.15,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
549.0,23,21,0.0,0.984,5.0,0.68,175.13,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
550.0,23,22,0.0,0.502,5.0,0.68,175.63,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
551.0,23,23,0.0,0.598,5.0,0.68,176.23,77.57,0.83,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
552.0,24,0,0.0,0.599,5.0,0.68,176.83,77.57,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
553.0,24,1,0.417,0.613,5.0,0.68,177.03,77.57,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
554.0,24,2,0.805,0.637,6.12,0.83,177.03,77.58,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
555.0,24,3,1.138,0.635,9.47,1.28,177.03,77.63,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
556.0,24,4,1.394,0.609,14.7,1.98,177.03,77.71,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
557.0,24,5,1.554,0.609,21.0,2.84,177.03,77.81,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
558.0,24,6,1.609,0.648,27.41,3.7,177.03,77.9,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
559.0,24,7,1.554,0.637,33.53,4.53,177.03,78.0,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
560.0,24,8,1.394,0.545,39.18,5.29,177.03,78.08,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
561.0,24,9,1.138,0.513,43.35,5.85,177.03,78.14,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
562.0,24,10,0.805,0.522,45.23,6.11,177.03,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
563.0,24,11,0.417,0.581,44.01,5.94,177.04,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
564.0,24,12,0.0,0.544,39.98,5.4,177.1,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
565.0,24,13,0.0,0.579,35.69,4.82,177.16,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
566.0,24,14,0.0,0.644,30.92,4.17,177.22,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
567.0,24,15,0.0,0.592,26.54,3.58,177.28,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
568.0,24,16,0.0,0.574,22.29,3.01,177.34,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
569.0,24,17,0.0,0.528,18.38,2.48,177.39,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
570.0,24,18,0.0,3.069,5.0,0.68,178.83,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
571.0,24,19,0.0,1.72,5.0,0.68,180.55,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
572.0,24,20,0.0,2.317,5.0,0.68,182.87,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
573.0,24,21,0.0,1.036,5.0,0.68,183.91,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
574.0,24,22,0.0,0.536,5.0,0.68,184.44,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
575.0,24,23,0.0,0.51,5.0,0.68,184.95,78.17,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
576.0,25,0,0.0,0.609,5.0,0.68,185.56,78.17,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
577.0,25,1,0.322,0.533,5.0,0.68,185.77,78.17,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
578.0,25,2,0.622,0.505,5.78,0.78,185.77,78.18,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
579.0,25,3,0.879,0.644,7.35,0.99,185.77,78.21,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
580.0,25,4,1.077,0.57,10.72,1.45,185.77,78.26,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
581.0,25,5,1.201,0.587,14.82,2.0,185.77,78.32,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
582.0,25,6,1.243,0.639,18.84,2.54,185.77,78.38,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
583.0,25,7,1.201,0.626,22.68,3.06,185.77,78.44,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
584.0,25,8,1.077,0.548,26.2,3.54,185.77,78.49,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
585.0,25,9,0.879,0.574,28.24,3.81,185.77,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
586.0,25,10,0.622,0.598,28.4,3.83,185.77,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
587.0,25,11,0.322,0.639,26.05,3.52,185.8,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
588.0,25,12,0.0,0.635,21.34,2.88,185.87,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
589.0,25,13,0.0,0.566,17.15,2.31,185.93,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
590.0,25,14,0.0,0.52,13.3,1.8,185.98,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
591.0,25,15,0.0,0.595,8.89,1.2,186.04,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
592.0,25,16,0.0,0.577,5.0,0.68,186.14,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
593.0,25,17,0.0,0.604,5.0,0.68,186.75,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
594.0,25,18,0.0,2.094,5.0,0.68,188.84,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
595.0,25,19,0.0,3.384,5.0,0.68,192.22,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
596.0,25,20,0.0,2.888,5.0,0.68,195.11,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
597.0,25,21,0.0,3.304,5.0,0.68,198.42,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
598.0,25,22,0.0,0.628,5.0,0.68,199.04,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
599.0,25,23,0.0,0.616,5.0,0.68,199.66,78.52,0.75,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
600.0,26,0,0.0,0.649,5.0,0.68,200.31,78.52,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
601.0,26,1,0.942,0.591,7.34,0.99,200.31,78.56,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
602.0,26,2,1.82,0.6,15.47,2.09,200.31,78.68,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
603.0,26,3,2.574,0.513,29.21,3.94,200.31,78.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
604.0,26,4,3.152,0.624,46.07,6.22,200.31,79.14,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
605.0,26,5,3.516,0.578,65.65,8.86,200.31,79.43,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
606.0,26,6,3.64,0.563,86.16,11.63,200.31,79.74,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
607.0,26,7,3.516,0.643,100.0,13.5,200.31,80.74,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
608.0,26,8,3.152,0.546,100.0,13.5,200.31,83.35,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
609.0,26,9,2.574,0.591,100.0,13.5,200.31,85.33,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
610.0,26,10,1.82,0.648,100.0,13.5,200.31,86.51,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
611.0,26,11,0.942,0.553,100.0,13.5,200.31,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
612.0,26,12,0.0,0.603,95.54,12.9,200.37,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
613.0,26,13,0.0,0.566,91.35,12.33,200.42,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
614.0,26,14,0.0,0.629,86.68,11.7,200.49,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
615.0,26,15,0.0,0.541,82.67,11.16,200.54,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
616.0,26,16,0.0,0.569,78.46,10.59,200.6,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
617.0,26,17,0.0,0.612,73.92,9.98,200.66,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
618.0,26,18,0.0,2.372,56.35,7.61,200.9,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
619.0,26,19,0.0,1.681,43.9,5.93,201.07,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
620.0,26,20,0.0,3.311,19.37,2.62,201.4,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
621.0,26,21,0.0,3.076,5.0,0.68,202.73,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
622.0,26,22,0.0,0.587,5.0,0.68,203.31,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
623.0,26,23,0.0,0.583,5.0,0.68,203.9,86.89,0.27,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
624.0,27,0,0.0,0.591,5.0,0.68,204.49,86.89,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
625.0,27,1,0.814,0.642,6.14,0.83,204.49,86.91,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
626.0,27,2,1.572,0.501,13.29,1.79,204.49,87.02,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
627.0,27,3,2.224,0.51,24.71,3.34,204.49,87.19,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
628.0,27,4,2.723,0.626,38.69,5.22,204.49,87.4,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
629.0,27,5,3.038,0.508,55.56,7.5,204.49,87.65,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
630.0,27,6,3.145,0.575,72.69,9.81,204.49,87.91,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
631.0,27,7,3.038,0.521,89.47,12.08,204.49,88.16,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
632.0,27,8,2.723,0.608,100.0,13.5,204.49,88.85,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
633.0,27,9,2.224,0.583,100.0,13.5,204.49,90.49,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
634.0,27,10,1.572,0.511,100.0,13.5,204.49,91.56,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
635.0,27,11,0.814,0.535,100.0,13.5,204.49,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
636.0,27,12,0.0,0.65,95.19,12.85,204.55,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
637.0,27,13,0.0,0.51,91.41,12.34,204.6,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
638.0,27,14,0.0,0.531,87.48,11.81,204.66,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
639.0,27,15,0.0,0.644,82.71,11.17,204.72,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
640.0,27,16,0.0,0.612,78.18,10.55,204.78,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
641.0,27,17,0.0,0.539,74.19,10.02,204.83,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
642.0,27,18,0.0,2.783,53.57,7.23,205.11,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
643.0,27,19,0.0,0.541,49.56,6.69,205.17,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
644.0,27,20,0.0,0.569,45.35,6.12,205.22,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
645.0,27,21,0.0,2.126,29.6,4.0,205.44,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
646.0,27,22,0.0,0.594,25.2,3.4,205.5,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
647.0,27,23,0.0,0.51,21.42,2.89,205.55,91.83,0.37,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
648.0,28,0,0.0,0.508,17.66,2.38,205.6,91.83,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
649.0,28,1,0.451,0.522,17.13,2.31,205.6,91.83,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
650.0,28,2,0.871,0.554,19.25,2.6,205.6,91.87,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
651.0,28,3,1.232,0.612,23.38,3.16,205.6,91.93,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
652.0,28,4,1.509,0.598,29.46,3.98,205.6,92.02,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
653.0,28,5,1.683,0.649,36.36,4.91,205.6,92.12,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
654.0,28,6,1.743,0.614,43.88,5.92,205.6,92.24,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
655.0,28,7,1.683,0.633,50.88,6.87,205.6,92.34,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
656.0,28,8,1.509,0.572,57.13,7.71,205.6,92.43,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
657.0,28,9,1.232,0.61,61.28,8.27,205.6,92.5,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
658.0,28,10,0.871,0.555,63.39,8.56,205.6,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
659.0,28,11,0.451,0.62,62.14,8.39,205.62,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
660.0,28,12,0.0,0.502,58.42,7.89,205.67,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
661.0,28,13,0.0,0.571,54.19,7.32,205.73,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
662.0,28,14,0.0,0.567,49.99,6.75,205.79,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
663.0,28,15,0.0,0.579,45.7,6.17,205.84,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
664.0,28,16,0.0,0.574,41.45,5.6,205.9,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
665.0,28,17,0.0,0.553,37.35,5.04,205.96,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
666.0,28,18,0.0,2.876,16.05,2.17,206.24,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
667.0,28,19,0.0,3.388,5.0,0.68,208.29,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
668.0,28,20,0.0,3.536,5.0,0.68,211.83,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
669.0,28,21,0.0,1.314,5.0,0.68,213.14,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
670.0,28,22,0.0,0.568,5.0,0.68,213.71,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
671.0,28,23,0.0,0.544,5.0,0.68,214.25,92.53,0.65,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
672.0,29,0,0.0,0.527,5.0,0.68,214.78,92.53,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
673.0,29,1,0.715,0.509,6.37,0.86,214.78,92.55,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
674.0,29,2,1.381,0.504,12.22,1.65,214.78,92.64,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
675.0,29,3,1.954,0.513,21.83,2.95,214.78,92.78,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
676.0,29,4,2.393,0.648,33.46,4.52,214.78,92.96,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
677.0,29,5,2.669,0.583,47.36,6.39,214.78,93.16,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
678.0,29,6,2.763,0.601,61.78,8.34,214.78,93.38,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
679.0,29,7,2.669,0.616,75.46,10.19,214.78,93.59,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
680.0,29,8,2.393,0.501,88.07,11.89,214.78,93.77,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
681.0,29,9,1.954,0.619,96.97,13.09,214.78,93.91,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
682.0,29,10,1.381,0.512,100.0,13.5,214.78,94.37,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
683.0,29,11,0.715,0.597,100.0,13.5,214.78,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
684.0,29,12,0.0,0.61,95.48,12.89,214.84,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
685.0,29,13,0.0,0.569,91.26,12.32,214.9,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
686.0,29,14,0.0,0.554,87.16,11.77,214.95,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
687.0,29,15,0.0,0.617,82.59,11.15,215.01,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
688.0,29,16,0.0,0.648,77.79,10.5,215.08,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
689.0,29,17,0.0,0.634,73.09,9.87,215.14,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
690.0,29,18,0.0,2.802,52.34,7.07,215.42,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
691.0,29,19,0.0,3.132,29.14,3.93,215.74,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
692.0,29,20,0.0,3.348,5.0,0.68,216.15,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
693.0,29,21,0.0,2.595,5.0,0.68,218.75,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
694.0,29,22,0.0,0.537,5.0,0.68,219.28,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
695.0,29,23,0.0,0.566,5.0,0.68,219.85,94.49,0.45,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
696.0,30,0,0.0,0.648,5.0,0.68,220.5,94.49,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
697.0,30,1,0.395,0.587,5.0,0.68,220.69,94.49,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
698.0,30,2,0.762,0.503,6.73,0.91,220.69,94.51,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
699.0,30,3,1.078,0.577,10.07,1.36,220.69,94.56,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
700.0,30,4,1.321,0.537,15.3,2.07,220.69,94.64,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
701.0,30,5,1.473,0.619,20.99,2.83,220.69,94.73,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
702.0,30,6,1.525,0.511,27.75,3.75,220.69,94.83,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
703.0,30,7,1.473,0.542,33.96,4.58,220.69,94.92,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
704.0,30,8,1.321,0.571,38.95,5.26,220.69,95.0,0.7,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
