timestamp_hours,day,hour_of_day,solar_generation_kw,load_demand_kw,battery_soc_percent,battery_energy_kwh,grid_import_kwh,grid_export_kwh,cloud_coverage,inverter_operational
349.0,15,13,0.0,0.592,91.45,12.35,102.63,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
350.0,15,14,0.0,0.516,87.63,11.83,102.68,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
351.0,15,15,0.0,0.631,82.96,11.2,102.74,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
352.0,15,16,0.0,0.53,79.03,10.67,102.79,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
353.0,15,17,0.0,0.566,74.84,10.1,102.85,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
354.0,15,18,0.0,1.408,64.41,8.7,102.99,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
355.0,15,19,0.0,3.235,40.45,5.46,103.32,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
356.0,15,20,0.0,2.904,18.94,2.56,103.61,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
357.0,15,21,0.0,3.194,5.0,0.68,105.11,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
358.0,15,22,0.0,0.644,5.0,0.68,105.75,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
359.0,15,23,0.0,0.526,5.0,0.68,106.28,68.62,0.11,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
360.0,16,0,0.0,0.589,5.0,0.68,106.87,68.62,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
361.0,16,1,0.29,0.553,5.0,0.68,107.13,68.62,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
362.0,16,2,0.56,0.592,5.0,0.68,107.16,68.62,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
363.0,16,3,0.792,0.574,6.45,0.87,107.16,68.64,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
364.0,16,4,0.97,0.5,9.59,1.29,107.16,68.69,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
365.0,16,5,1.082,0.596,12.82,1.73,107.16,68.74,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
366.0,16,6,1.12,0.507,16.91,2.28,107.16,68.8,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
367.0,16,7,1.082,0.529,20.6,2.78,107.16,68.85,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
368.0,16,8,0.97,0.524,23.57,3.18,107.16,68.9,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
369.0,16,9,0.792,0.533,25.29,3.41,107.16,68.92,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
370.0,16,10,0.56,0.514,25.6,3.46,107.16,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
371.0,16,11,0.29,0.553,23.65,3.19,107.19,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
372.0,16,12,0.0,0.53,19.72,2.66,107.24,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
373.0,16,13,0.0,0.552,15.63,2.11,107.3,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
374.0,16,14,0.0,0.62,11.04,1.49,107.36,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
375.0,16,15,0.0,0.556,6.92,0.93,107.41,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
376.0,16,16,0.0,0.519,5.0,0.68,107.7,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
377.0,16,17,0.0,0.578,5.0,0.68,108.28,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
378.0,16,18,0.0,0.766,5.0,0.68,109.04,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
379.0,16,19,0.0,1.125,5.0,0.68,110.17,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
380.0,16,20,0.0,1.947,5.0,0.68,112.11,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
381.0,16,21,0.0,1.769,5.0,0.68,113.88,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
382.0,16,22,0.0,0.606,5.0,0.68,114.49,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
383.0,16,23,0.0,0.623,5.0,0.68,115.11,68.93,0.78,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
384.0,17,0,0.0,0.567,5.0,0.68,115.68,68.93,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
385.0,17,1,0.416,0.573,5.0,0.68,115.83,68.93,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
386.0,17,2,0.804,0.518,6.91,0.93,115.83,68.96,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
387.0,17,3,1.137,0.64,10.23,1.38,115.83,69.01,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
388.0,17,4,1.393,0.572,15.7,2.12,115.83,69.09,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
389.0,17,5,1.554,0.544,22.43,3.03,115.83,69.19,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
390.0,17,6,1.608,0.577,29.3,3.96,115.83,69.29,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
391.0,17,7,1.554,0.619,35.53,4.8,115.83,69.39,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
392.0,17,8,1.393,0.556,41.11,5.55,115.83,69.47,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
393.0,17,9,1.137,0.581,44.82,6.05,115.83,69.53,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
394.0,17,10,0.804,0.605,46.14,6.23,115.83,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
395.0,17,11,0.416,0.643,44.46,6.0,115.86,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
396.0,17,12,0.0,0.536,40.49,5.47,115.91,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
397.0,17,13,0.0,0.513,36.69,4.95,115.96,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
398.0,17,14,0.0,0.571,32.46,4.38,116.02,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
399.0,17,15,0.0,0.61,27.94,3.77,116.08,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
400.0,17,16,0.0,0.524,24.06,3.25,116.13,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
401.0,17,17,0.0,0.562,19.9,2.69,116.19,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
402.0,17,18,0.0,1.356,9.86,1.33,116.32,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
403.0,17,19,0.0,2.272,5.0,0.68,118.01,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
404.0,17,20,0.0,2.609,5.0,0.68,120.62,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
405.0,17,21,0.0,3.549,5.0,0.68,124.16,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
406.0,17,22,0.0,0.569,5.0,0.68,124.73,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
407.0,17,23,0.0,0.539,5.0,0.68,125.27,69.54,0.68,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
408.0,18,0,0.0,0.562,5.0,0.68,125.83,69.54,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
409.0,18,1,0.823,0.622,6.34,0.86,125.83,69.57,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
410.0,18,2,1.591,0.56,13.21,1.78,125.83,69.67,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
411.0,18,3,2.25,0.536,24.63,3.33,125.83,69.84,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
412.0,18,4,2.755,0.593,39.05,5.27,125.83,70.06,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
413.0,18,5,3.073,0.613,55.45,7.49,125.83,70.3,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
414.0,18,6,3.181,0.555,72.96,9.85,125.83,70.56,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
415.0,18,7,3.073,0.551,89.77,12.12,125.83,70.82,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
416.0,18,8,2.755,0.543,100.0,13.5,125.83,71.65,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
417.0,18,9,2.25,0.557,100.0,13.5,125.83,73.34,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
418.0,18,10,1.591,0.6,100.0,13.5,125.83,74.33,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
419.0,18,11,0.823,0.641,100.0,13.5,125.83,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
420.0,18,12,0.0,0.559,95.86,12.94,125.89,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
421.0,18,13,0.0,0.617,91.29,12.32,125.95,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
422.0,18,14,0.0,0.637,86.57,11.69,126.02,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
423.0,18,15,0.0,0.527,82.67,11.16,126.07,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
424.0,18,16,0.0,0.516,78.85,10.64,126.12,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
425.0,18,17,0.0,0.551,74.76,10.09,126.18,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
426.0,18,18,0.0,3.09,51.87,7.0,126.48,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
427.0,18,19,0.0,3.235,27.91,3.77,126.81,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
428.0,18,20,0.0,0.805,21.95,2.96,126.89,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
429.0,18,21,0.0,2.577,5.0,0.68,127.41,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
430.0,18,22,0.0,0.628,5.0,0.68,128.03,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
431.0,18,23,0.0,0.574,5.0,0.68,128.61,74.51,0.36,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
432.0,19,0,0.0,0.565,5.0,0.68,129.17,74.51,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
433.0,19,1,0.661,0.54,5.81,0.78,129.17,74.53,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
434.0,19,2,1.278,0.575,10.49,1.42,129.17,74.6,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
435.0,19,3,1.807,0.579,18.68,2.52,129.17,74.72,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
436.0,19,4,2.213,0.619,29.3,3.96,129.17,74.88,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
437.0,19,5,2.468,0.505,42.39,5.72,129.17,75.07,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
438.0,19,6,2.555,0.605,55.39,7.48,129.17,75.27,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
439.0,19,7,2.468,0.587,67.93,9.17,129.17,75.46,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
440.0,19,8,2.213,0.582,78.8,10.64,129.17,75.62,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
441.0,19,9,1.807,0.598,86.85,11.73,129.17,75.74,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
442.0,19,10,1.278,0.641,91.1,12.3,129.17,75.81,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
443.0,19,11,0.661,0.54,91.91,12.41,129.17,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
444.0,19,12,0.0,0.649,87.1,11.76,129.24,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
445.0,19,13,0.0,0.584,82.78,11.17,129.3,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
446.0,19,14,0.0,0.508,79.02,10.67,129.35,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
447.0,19,15,0.0,0.558,74.88,10.11,129.4,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
448.0,19,16,0.0,0.59,70.52,9.52,129.46,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
449.0,19,17,0.0,0.593,66.12,8.93,129.52,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
450.0,19,18,0.0,3.477,40.37,5.45,129.87,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
451.0,19,19,0.0,3.08,17.56,2.37,130.18,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
452.0,19,20,0.0,1.815,5.0,0.68,130.47,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
453.0,19,21,0.0,3.191,5.0,0.68,133.66,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
454.0,19,22,0.0,0.631,5.0,0.68,134.29,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
455.0,19,23,0.0,0.503,5.0,0.68,134.79,75.82,0.49,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
456.0,20,0,0.0,0.529,5.0,0.68,135.32,75.82,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
457.0,20,1,0.369,0.502,5.0,0.68,135.45,75.82,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
458.0,20,2,0.712,0.575,5.92,0.8,135.45,75.83,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
459.0,20,3,1.007,0.55,8.97,1.21,135.45,75.88,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
460.0,20,4,1.234,0.625,13.03,1.76,135.45,75.94,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
461.0,20,5,1.376,0.576,18.37,2.48,135.45,76.02,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
462.0,20,6,1.425,0.614,23.77,3.21,135.45,76.1,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
463.0,20,7,1.376,0.632,28.73,3.88,135.45,76.17,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
464.0,20,8,1.234,0.518,33.5,4.52,135.45,76.24,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
465.0,20,9,1.007,0.553,36.53,4.93,135.45,76.29,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
466.0,20,10,0.712,0.521,37.81,5.1,135.45,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
467.0,20,11,0.369,0.599,36.1,4.87,135.48,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
468.0,20,12,0.0,0.584,31.77,4.29,135.53,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
469.0,20,13,0.0,0.515,27.96,3.77,135.59,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
470.0,20,14,0.0,0.502,24.23,3.27,135.64,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
471.0,20,15,0.0,0.506,20.49,2.77,135.69,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
472.0,20,16,0.0,0.633,15.8,2.13,135.75,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
473.0,20,17,0.0,0.516,11.98,1.62,135.8,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
474.0,20,18,0.0,2.746,5.0,0.68,137.7,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
475.0,20,19,0.0,2.692,5.0,0.68,140.39,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
476.0,20,20,0.0,0.547,5.0,0.68,140.94,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
477.0,20,21,0.0,2.748,5.0,0.68,143.69,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
478.0,20,22,0.0,0.644,5.0,0.68,144.33,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
479.0,20,23,0.0,0.638,5.0,0.68,144.97,76.31,0.72,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
480.0,21,0,0.0,0.53,5.0,0.68,145.5,76.31,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
481.0,21,1,0.499,0.531,5.0,0.68,145.53,76.31,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
482.0,21,2,0.964,0.551,7.75,1.05,145.53,76.35,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
483.0,21,3,1.364,0.565,13.08,1.77,145.53,76.43,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
484.0,21,4,1.67,0.57,20.41,2.76,145.53,76.54,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
485.0,21,5,1.863,0.593,28.88,3.9,145.53,76.67,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
486.0,21,6,1.929,0.649,37.41,5.05,145.53,76.8,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
487.0,21,7,1.863,0.567,46.05,6.22,145.53,76.93,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
488.0,21,8,1.67,0.618,53.06,7.16,145.53,77.03,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
489.0,21,9,1.364,0.624,58.0,7.83,145.53,77.1,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
490.0,21,10,0.964,0.558,60.7,8.19,145.53,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
491.0,21,11,0.499,0.533,60.45,8.16,145.53,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
492.0,21,12,0.0,0.638,55.72,7.52,145.6,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
493.0,21,13,0.0,0.602,51.26,6.92,145.66,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
494.0,21,14,0.0,0.557,47.14,6.36,145.71,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
495.0,21,15,0.0,0.527,43.23,5.84,145.77,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
496.0,21,16,0.0,0.629,38.57,5.21,145.83,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
497.0,21,17,0.0,0.63,33.91,4.58,145.89,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
498.0,21,18,0.0,1.498,22.81,3.08,146.04,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
499.0,21,19,0.0,0.78,17.03,2.3,146.12,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
500.0,21,20,0.0,1.923,5.0,0.68,146.58,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
501.0,21,21,0.0,2.627,5.0,0.68,149.21,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
502.0,21,22,0.0,0.556,5.0,0.68,149.76,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
503.0,21,23,0.0,0.561,5.0,0.68,150.32,77.14,0.61,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
504.0,22,0,0.0,0.568,5.0,0.68,150.89,77.14,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
505.0,22,1,0.305,0.645,5.0,0.68,151.23,77.14,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
506.0,22,2,0.589,0.596,5.0,0.68,151.24,77.14,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
507.0,22,3,0.833,0.573,6.74,0.91,151.24,77.17,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
508.0,22,4,1.021,0.612,9.46,1.28,151.24,77.21,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
509.0,22,5,1.139,0.515,13.62,1.84,151.24,77.27,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
510.0,22,6,1.179,0.527,17.97,2.43,151.24,77.34,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
511.0,22,7,1.139,0.568,21.77,2.94,151.24,77.4,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
512.0,22,8,1.021,0.626,24.4,3.29,151.24,77.44,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
513.0,22,9,0.833,0.577,26.11,3.52,151.24,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
514.0,22,10,0.589,0.644,25.7,3.47,151.24,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
515.0,22,11,0.305,0.525,24.07,3.25,151.27,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
516.0,22,12,0.0,0.51,20.3,2.74,151.32,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
517.0,22,13,0.0,0.554,16.19,2.19,151.37,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
518.0,22,14,0.0,0.573,11.95,1.61,151.43,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
519.0,22,15,0.0,0.502,8.23,1.11,151.48,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
520.0,22,16,0.0,0.56,5.0,0.68,151.65,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
521.0,22,17,0.0,0.501,5.0,0.68,152.15,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
522.0,22,18,0.0,3.494,5.0,0.68,155.64,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
523.0,22,19,0.0,3.355,5.0,0.68,159.0,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
524.0,22,20,0.0,1.969,5.0,0.68,160.97,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
525.0,22,21,0.0,3.344,5.0,0.68,164.31,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
526.0,22,22,0.0,0.567,5.0,0.68,164.88,77.46,0.76,<bound method Inverter.is_operational of <components.inverter.Inverter object at 0x00000191D9D46A50>>
